r,HOCOM_BC11A_HUMAN.H11MO.0.A,HOCOM_COE1_HUMAN.H11MO.0.A,HOCOM_ERG_HUMAN.H11MO.0.A,HOCOM_ETV5_HUMAN.H11MO.0.C,HOCOM_FLI1_HUMAN.H11MO.0.A,HOCOM_GATA1_HUMAN.H11MO.0.A,HOCOM_GATA2_HUMAN.H11MO.0.A,HOCOM_GATA3_HUMAN.H11MO.0.A,HOCOM_IRF1_HUMAN.H11MO.0.A,HOCOM_IRF3_HUMAN.H11MO.0.B,HOCOM_IRF4_HUMAN.H11MO.0.A,HOCOM_IRF8_HUMAN.H11MO.0.B,HOCOM_KLF15_HUMAN.H11MO.0.A,HOCOM_MAZ_HUMAN.H11MO.0.A,HOCOM_PRDM6_HUMAN.H11MO.0.C,HOCOM_SPI1_HUMAN.H11MO.0.A,HOCOM_STAT1_HUMAN.H11MO.1.A,HOCOM_TAL1_HUMAN.H11MO.0.A,HOCOM_ZBT17_HUMAN.H11MO.0.A,HOCOM_ZN341_HUMAN.H11MO.0.C,HOCOM_ZN467_HUMAN.H11MO.0.C,HOCOM_ZN770_HUMAN.H11MO.0.C,JASPA_MA0050.2_IRF1,JASPA_MA0528.1_ZNF263,Tissue
chr4:103507585-103508271,,,,,,,,,,,,,,,,,,,,4.559090917934783,,,,,CD4Tcell
chr4:103510955-103511294,,,4.017728766960431,,,,,,,,,,,,,,,,,4.0301183562535,,,,,Bcell
chr4:103519497-103520560,,,,4.102372908709558,4.1432711096171175,,4.165579296318469,4.018634490921456,,,,,,,,4.3419886033428865,,,,,,,,,CD4Tcell
chr4:103531769-103532008,,,,,,,,4.277366077466188,,,,,,,,,,,,,,,,,CLP
chr4:103535763-103536348,,,,,,,,,,,,,,,4.35261702988538,,,,,,,,,,NKcell
chr4:103551664-103552349,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:103560706-103561278,,,4.174573882232177,,,,,,,,,,,4.4749551929631535,,,,5.45717457304082,,,4.096910013008056,,,,CD4Tcell
chr4:103605348-103606309,,,4.3223930472795065,4.3260580013659125,,,,,,,4.3223930472795065,4.1857524042680785,,,,,,,,,,,,,MEP
chr4:103691354-103691747,,,,,,,4.283162276700476,,,,,,,,,,,,,,,,,,MEP
chr4:103740632-103741162,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:103756348-103757150,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:103780052-103780285,,,,,,,,,,,,4.296708621881338,,,,,,,,,,,6.179142010560301,,Bcell
chr4:103781722-103782088,,,,,,,,,4.739928612014925,,,,,,,4.092051478387727,,4.137868620686962,,,,,,,MEP
chr4:10387536-10387991,,,4.924453038607469,4.571865205971212,4.0762380391713,,,,,,,,,,,,,,,,,,,,CMP
chr4:103932609-103933657,,,,,,,4.354577730650909,,,,,,,4.100726812682397,,,,4.314258261397736,,,,,,,Ery
chr4:104077301-104077694,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr4:10414774-10415337,,,,4.0710923097560485,,,,,,,4.655607726314889,5.0390538042661674,,,,,,,,,,,,,Bcell
chr4:10417678-10418711,,,,,,,,,,,,,,,,,,,,,,,,4.337242168318426,CLP
chr4:10422992-10423326,,,,4.531652669587841,4.447331783887806,,,,,,5.73754891026957,5.512861624522814,,,,,,,,,,4.3169529617611495,,,Bcell
chr4:104512769-104513615,,,,,,,,,,,,,,,,,,,,,,,,,MPP
chr4:10456317-10456653,4.920818753952375,4.226213555018807,4.049635145623877,4.73754891026957,,,,,,,,,,,,4.008773924307505,,,,,,,,,CLP
chr4:10499044-10499477,,,,5.2848326421515415,,,,,,,,,,,,,,,,,,,,,CMP
chr4:105664330-105664850,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr4:105678086-105678346,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr4:105739754-105740114,4.218963061378868,,4.782516055786093,4.213248577854439,4.049635145623877,,,,,,,,,,,,,,,,,,,,NKcell
chr4:105810229-105810606,,,,,,,,,,,4.1518108830086025,,,,4.068033885271826,4.069050968832477,,,,,,,4.09312646527793,,CLP
chr4:105817832-105818715,4.844663962534939,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr4:105859627-105860223,,,,,,,,,,4.15676722190199,,,,,,,,,,,,,,,CD8Tcell
chr4:105864108-105865125,,,,,,,4.283162276700476,,,,,,,,,,,4.077793722560982,,,,,,,HSC
chr4:105894867-105895563,,,,,,,,,,,,,,,,4.037157318798759,,,,,,,,,MPP
chr4:105979299-105979807,,,,,,,,,,,,,,,,,,4.274088367704952,,,,,,,CMP
chr4:105980504-105980919,,,,,4.239577516576788,,,,,,,,,,,,,,,,,,,,Mono
chr4:106058301-106059035,,,,4.025949097207123,,,,,,,,,,,,,,,,,,,,,Mono
chr4:106060732-106061370,,,,,4.443697499232711,,,,,,,,,,,,,,,,,4.519993057042848,,,HSC
chr4:10610975-10611499,,,,,,,,,,,,,,,,,,,,,4.048176964684088,,,,CLP
chr4:106115916-106116211,,4.583359492661719,,,,,,,4.591760034688152,,,,,,,4.025949097207123,,,,,,,4.764471553092451,,Bcell
chr4:106127134-106127537,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:106157715-106158445,,,,,,,,,,,,,,,,,,,,,4.3223930472795065,,,,NKcell
chr4:106188525-106188748,4.460923901207224,,,,,,,,,,5.268411234813262,,,,,,,,,,,,,,NKcell
chr4:106193006-106193570,,,4.4723700991286615,,,6.250263684430939,,,4.0963674839157616,,,,,,,,,5.600326278518962,,,,,4.170696227168975,,NKcell
chr4:106239611-106240116,,,,,,,4.251811972993798,,,,,,,,,,4.39040559077478,,,,,,,,CMP
chr4:106347518-106348147,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr4:106364688-106365083,,,,,,,,,4.709965388637482,,,,,,,,,,,,,,,,Bcell
chr4:106382125-106383616,,,,,,,,,,,,,4.430626090384954,,,,,,,,,,,,MEP
chr4:10641322-10641666,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr4:106462398-106463654,,,,,,4.801342913045578,,,,,,,,,,,,4.823908740944318,,,4.050122295963125,,,,HSC
chr4:106540284-106540724,,,,,,,,,,,4.8696662315049934,,,,,4.555955204081924,,,,,,,,,MEP
chr4:106571109-106572110,,,4.010550182333308,,,4.591760034688152,,,,,,,,,,,,4.104025267640935,,,,,,,MEP
chr4:10664561-10665171,,,,,,5.261219441515631,4.9746941347352305,,,,,,,,,,,,,,,,,,MEP
chr4:106793755-106794091,,,,,,,,4.045275209020937,,,,4.853871964321762,,,4.079354998593212,,,,,,,,,,CLP
chr4:10679718-10680080,,,,,,,,,,,,,,,,4.017276612331456,,,,,,,,,Bcell
chr4:106942772-106943761,,,5.064996848546345,,,,,,,,,,,,,,,,4.118615343229426,,,,,,MEP
chr4:107000861-107001128,,,,4.407823242604133,,,,4.081445469449727,,,,,,,,,,,4.218963061378868,,,,,,CLP
chr4:10702835-10703141,,,,,,,,,4.06198090252379,5.308918507877031,,,,4.283162276700476,5.148130399270234,,,,,4.117475462045118,,,,,LMPP
chr4:10743815-10744281,,,4.832682665251824,,,5.493494967595128,5.304518323509803,,6.522878745280337,,,,,,,,,4.991399828238082,,,,,,,Bcell
chr4:10744943-10745495,,4.013228265733755,,,,,,,,,,,,,,,,,4.0362121726544435,,,,,,Bcell
chr4:107580288-107581191,,,,,,,,4.291579099865287,,,,,,,,,,,,,,,,,Mono
chr4:107597381-107598092,4.978810700930062,,,,4.016373712875464,4.703334809738468,5.046240308266771,,,,4.110698297493689,,,,,4.336299074610352,,5.105683937315562,,,,,,,NKcell
chr4:1075988-1076725,,,,4.1432711096171175,,,,,,5.347753658996677,,,,,,4.031517051446064,,,,,,,4.330683119433888,,Ery
chr4:107667547-107668262,,,,,,,,,,,,,,,,,,,,,5.372634143407266,,,,Mono
chr4:107696659-107697247,,,,,,,,,,,,,,,,,,,,,,,,,GMP
chr4:10774649-10775084,,,,,,,,,,,,,,4.235823867609669,,,,,,,,4.041914151478915,,,CLP
chr4:108069077-108069398,,,,,,,,,,,,,,,,,,,,,,,4.009661145212399,,CD4Tcell
chr4:1081223-1081653,,,,,,,,,,,,,,,,4.266802734893431,,,,,,,,,NKcell
chr4:108513568-108514145,,,4.126098402135538,,,,,,,,,,,,,,,,4.8153085691824025,,,,,,CMP
chr4:108633006-108633397,,4.1438755557577,,,,4.274088367704952,,,,,,,,,,,,4.026410376572743,,,,,,,MEP
chr4:108639875-108640094,,,,,,,,,4.019996628416254,,,4.571865205971212,,,,,5.542118103266008,,,,,,,,Bcell
chr4:108736193-108736905,,,,,,,,,,,4.0074464821678655,,,,,,,,,,,,,,HSC
chr4:108915946-108916507,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:108922645-108923325,,,,,,,,4.0390538042661674,,,,,,,,4.358525889495899,,,,,,,,,MEP
chr4:108950494-108950796,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:108956857-108957249,5.011441043121383,,,,,,,,,,4.8996294548824375,4.7495799976911055,,,,5.277366077466189,,,,,,,,,LMPP
chr4:108957364-108957892,,,4.021363051615525,,,,,,4.267606240177032,,,,,,4.341035157335565,,,,,,,,4.309803919971486,,CD4Tcell
chr4:108971391-108971806,,,,,,,,,,,,,,,,,,,,,,,,4.281498311132726,CD4Tcell
chr4:108971922-108972210,,,,,,,,,,,,,,,,,,,,,,,,4.281498311132726,CD4Tcell
chr4:108975292-108975621,,,,,,,6.2557070168773246,,,,,,,,,,,,4.563837352959244,,,,,4.138465589140962,CD4Tcell
chr4:108993324-108993974,,,,4.496209316942818,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr4:109001861-109002327,,,,,,,,,4.025488307262672,,4.018181392829336,4.161780778092374,,,,,,,,,,,,,CD4Tcell
chr4:109002512-109002783,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109028816-109029651,,,,,,,,4.298432014944073,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109034361-109035060,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109035605-109036107,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:109039653-109040074,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109061469-109061827,4.006563769502388,,,4.521433504406157,4.473660722610156,,,,,,,,,,,4.142064735280572,,,,,,,,,CD4Tcell
chr4:109065588-109066027,,,,,,,,,,,,,,,,4.4329736338409385,,,5.056011124926228,,,,,,CD4Tcell
chr4:109069477-109069859,,,,,,,,,5.161780778092374,,4.82102305270683,4.94692155651658,,,,,,,,,,,5.037157318798758,,CD4Tcell
chr4:109080953-109081320,,,,,4.042871802323187,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109082131-109082546,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109086757-109087081,,,,,,,,,,,,,4.004803708402822,,,,,,,,,4.041914151478915,,,CD4Tcell
chr4:109087303-109087559,,,,,,,,,,,,,,,4.632644078973982,,,,4.005243055412373,,,,,,CD4Tcell
chr4:109092652-109093175,,,,,,,,,,,,,,,4.374687549038327,4.151195298948196,,,,,,,,,CLP
chr4:109113308-109113513,,,,,,,,,,,,,,,,,,,,4.099086932262331,,,,,CLP
chr4:109263593-109264125,,,,,,,,,,,4.049635145623877,4.355561410532162,,,,,,,,,,,,,CD4Tcell
chr4:109273014-109273214,,,,,,,,,,,,,,,,,,,4.539102157243452,,,,,,MEP
chr4:109280501-109280837,,,,,,,,,,,,,4.4881166390211265,,,,,,,,,5.083019952679618,,,CD4Tcell
chr4:109281104-109282705,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:109296155-109296628,,4.987162775294828,,,4.767003889607847,,,,,,,,,,,,,4.421360790031928,,,,,,,MEP
chr4:109305660-109306217,4.567030709125595,,,,,,,4.1067932469401525,,,4.207608310501746,,4.386158178123932,4.036684488613888,,4.080398976215889,,,,,,,,,CLP
chr4:109354662-109355631,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:109376368-109376751,,,,,,4.407823242604133,4.115204636051019,,,,,,,,,,,4.450996737974212,,,,,,,MEP
chr4:109382539-109382865,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:109477831-109478522,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:109522686-109523094,,,,,,,,,5.049635145623877,,,4.09312646527793,,,,,,,,,,,,,CD4Tcell
chr4:10953006-10953807,,,,,,,,,,,4.939302159646387,,,,,,,,,,,,,,GMP
chr4:109621257-109622265,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr4:10965942-10966178,,,4.537602002101044,4.0741724253752585,,,,,,4.4762535331884346,,,,,,,,,,,,,,,CLP
chr4:10966187-10966414,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:10975098-10976370,,,,,,,,,,,,,,,4.079354998593212,,,,,,,,,,LMPP
chr4:10979147-10979525,6.277366077466188,,,4.210419287835576,,,,,5.4621809049267265,4.603800652904264,7.4034029043735385,8.453457336521868,,,,5.982966660701218,5.563837352959244,,,,,,5.490797477668897,,CLP
chr4:109900844-109902245,,,,,,4.6307841425898575,4.872895201635194,,,,,,,,,,,,,,,,,,MEP
chr4:109993453-109994294,,,,,4.939302159646387,,,,,,,,,,,,,,,,,4.332547047110047,,,GMP
chr4:11015758-11016094,,,,,,4.166852888087215,4.082494490447453,,,,,,,,,,,4.338187314462739,,,,,,,CLP
chr4:110238812-110239152,,4.06398920428479,4.515700160653214,4.4749551929631535,,,,,,,,,,,,,,,5.082494490447453,,,4.657577319177793,,,CLP
chr4:110415818-110416090,,,,,,4.1438755557577,4.467245621007502,,,,,,,,,,,4.489454989793388,,,,,,,Ery
chr4:110416650-110417073,,,,,4.928117992693875,,,4.480172006224281,,,,,,,4.103473782510445,,,,,,,,,,Ery
chr4:11045816-11046016,4.471083299722345,,4.995678626217358,,4.679853713888946,,,4.795880017344076,,,,,,,,,,,,,,,,,CLP
chr4:110488162-110488523,,,,,,,,,,,,,,,,,,,,,,4.399027104313252,,,CLP
chr4:110497364-110498243,,,,,,,,,,,,,,,,,,,,5.098541678603888,,,,,HSC
chr4:110512070-110512751,,,4.507239610973162,,,,,,,,,,,,,4.121478204498794,,,,4.515700160653214,,,,,CLP
chr4:110517541-110518243,,,,,,4.016373712875464,4.628932137728264,4.0958256317158375,,,,,,,,,,4.542118103266008,,,,,,,MEP
chr4:110535477-110536142,,,,,,4.085656842880558,4.4621809049267265,,,4.15676722190199,,,,,,4.580044251510242,,4.524328811675571,,,,,,,CLP
chr4:110569406-110570380,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:110593672-110594053,,,,,,,,,4.841637507904751,,,,,,,,,,,,,,4.694648630553377,,MEP
chr4:110630224-110630534,,,,4.431798275933005,,,,,,,,,,,,,,,,,,,,,Bcell
chr4:110911433-110912361,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr4:11092629-11092834,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:110953483-110954202,,,,,4.215382707367125,,,4.291579099865287,,,,,,,,,,4.568636235841012,,,,5.546681659952962,,,LMPP
chr4:110956720-110956941,,4.452225294612178,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr4:110963680-110964092,,,4.966576244513051,4.714442690992227,,,,,,,,,,,,,,,,,,,,,CLP
chr4:110993955-110994693,,,4.537602002101044,4.356547323513813,,,,,,,4.580044251510242,,,,,,,,,,,,,,MEP
chr4:11100036-11100501,,4.163675884293248,,,,,,,,,,,,4.341035157335565,,,,,,4.2020403562628035,4.419075024324381,,,,CLP
chr4:11113607-11113807,,,,,,,,,,,,,,,4.134896025358872,,,,,,,,,,CLP
chr4:111169750-111170464,,,,,,,,,,,,,,,,,,,4.524328811675571,,,,,,Ery
chr4:111170902-111171317,,4.548213564475709,,,,,4.0222763947111515,,,,,,,,4.545155139991491,,,,,,,,,,MEP
chr4:11121022-11121702,,,4.795880017344076,,,,,,,,,,,,,4.18111458540599,,,,,,,,,CLP
chr4:111393600-111394091,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:111405087-111405742,,,,,,,,,,,,4.943095148663527,,,,,,,,,4.219682687859849,,,,Bcell
chr4:11140634-11141001,,,,4.586700235918748,,,,,,,,,,,,,,,4.5528419686577815,,,,,,Bcell
chr4:11151284-11151793,,,,,,,,,,,,4.008330992620052,,,,,4.653647025549361,,,,4.040481623027002,,4.148130399270234,,MEP
chr4:11154371-11154661,4.0655015487564325,,,,,5.578396073130169,6.31695296176115,,,,,,,,,,,5.835647144215562,,,,,,,MEP
chr4:111691395-111692019,,4.120904120499928,,,,,,,,,,,,,,,,,,4.301029995663981,,,,,HSC
chr4:11230015-11230595,,,,,,,,,4.156144577376839,,4.080921907623926,,,,,,,,,,,,4.055517327849832,,CMP
chr4:112310518-112310724,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr4:112433086-112433861,,,,,,,,,,,,,,,,,,,4.512861624522814,4.407823242604133,,,,,HSC
chr4:11288106-11288551,,4.987162775294828,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr4:112906750-112908139,,,,,,,,,,,,,,,,,,,,,,,,,MPP
chr4:112912420-112912755,4.231361898752385,,4.628932137728264,,,,,,,,4.7447274948966935,4.5003129173815966,,,,4.567030709125595,4.806875401645538,,,,,4.189767482004916,,,Bcell
chr4:11291525-11291725,,,,,,,,,,,,,,,4.576754126063191,4.282329496997739,,,,,,,,,CLP
chr4:112978306-112979226,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:113006274-113007081,,,,,,,,,4.645891560852599,,,,,,,,,,,,,,4.962573502059376,,Mono
chr4:113049628-113049941,4.0851281824599495,,4.543633966870957,4.732828271596986,,,,,,,,,,,,,,,,,,,,,CLP
chr4:113092148-113092354,4.596879478824183,,,,,,,,,,,4.410050398674292,,,,,,,,,,,,,CLP
chr4:113134853-113135416,,,,,,,,,,,,,,,,4.092051478387727,,,,,,,,,Mono
chr4:113229962-113230895,,4.33161408331,,,,,,,,,,,,,4.18309616062434,,,,,,,,,,CD8Tcell
chr4:113244059-113244428,5.991399828238082,,4.543633966870957,,4.205511953340831,,,,5.772113295386326,4.3439017979871695,5.570247719997592,5.863279432843593,,,,,,,,,,,,,NKcell
chr4:11327604-11328217,,,,,5.291579099865287,,,,,,,,,,,4.8297382846050425,,,,,,4.617982957425132,,,CLP
chr4:113282349-113282879,,,,,,,,,4.769551078621727,,,4.189095719331299,,,,,,,,,,,,,CLP
chr4:113298264-113298803,,,,,,,,,,,4.147520006363143,,,,,,,,,,,,,,CLP
chr4:11340590-11341524,,,,,,,4.0741724253752585,,,,4.139063379299906,,,4.443697499232711,,,,,,,,,,,CLP
chr4:11343252-11343596,,,,,,,,4.081445469449727,,,4.392544976785332,,,,,,,,,,,,,,Bcell
chr4:113507474-113507869,,,,,,,,,,,4.4723700991286615,4.278189384787454,,,4.341035157335565,,4.382999658879101,,,,,,,,MEP
chr4:113594835-113595229,,,,,,,,,4.47755576649368,,4.192464971931146,,,,,,,,,,,,,,MEP
chr4:113656561-113656903,,,4.688246138944246,4.120904120499928,,,,4.459670525209126,,,,,,,,,,,,,,,,,Bcell
chr4:114270518-114271146,,,,,4.649751981665837,,,,,,,,,,,,,,,,,4.4461169733561245,,,MPP
chr4:11437663-11438072,,,,,,,,,4.087777943467584,,,,,,,,,,,,,,4.159266765388193,,CLP
chr4:11438307-11438757,,,,,,,,,,,,4.278189384787454,4.054039296422431,,,,,,,,,,4.101274818410507,,CLP
chr4:114514745-114515399,,,,,,4.2083093509798815,4.187086643357143,,,,,,,,,,,4.153044674980176,,,,,,,Bcell
chr4:114537633-114538014,4.616184634019569,,,,,,,,,,,,,,4.243363891754152,,,,,,,,,,CD4Tcell
chr4:114539408-114539672,5.420216403383191,,,,,4.033858267260968,,,4.88941028970075,,5.924453038607469,5.87942606879415,,,4.156144577376839,,4.211124884224583,,,,,,4.449771646944906,,Bcell
chr4:114562116-114562496,,,,,,,,,,,4.011887159731648,,,,,,,,,,,,,,Bcell
chr4:114598371-114599030,,,,,,,4.041914151478915,,,,,,,,,,,,,,,,,,CD8Tcell
chr4:114604197-114605090,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:114730459-114730911,,,,,4.87942606879415,,,,,4.507239610973162,,,,4.125518182300533,,,,,,,,,,,Mono
chr4:114752647-114753219,,,,,,,,,,,,4.473660722610156,,,,,,5.777283528852418,,,,,,,CMP
chr4:114820396-114821491,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:114822953-114823815,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:11484470-11485091,,,,,,,,,,,,,4.148130399270234,,,,,,,,,,,,LMPP
chr4:11488671-11489318,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:11490848-11491654,,,,,,,,,,,,,,,4.531652669587841,,,,,4.431798275933005,,,,,Mono
chr4:114926842-114927647,,,4.351639989019069,,,,,,,,,,,,,,,,,,,,,,NKcell
chr4:11495772-11496042,,,,,,,,,,,,,,,,,,,,,,,,,CMP
chr4:115204101-115204537,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:115255821-115256529,,,4.09799710864927,,4.0963674839157616,,,,,,,,,,,5.903089986991943,,,,,,,,,LMPP
chr4:115317898-115318422,,,,,,,,,,,,,,,4.000434511774017,,,,,,,,,,CD4Tcell
chr4:11539459-11539828,,,,,,,,,4.282329496997739,,,,,,,4.226945306635737,4.09799710864927,,,,,,4.246416941107094,,Bcell
chr4:115522938-115523216,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr4:115524633-115525033,,,,,4.0762380391713,,,4.24184537803261,,,,,,,4.465973893943866,,,4.187755303199632,,,,,,,Bcell
chr4:115591899-115592176,,,4.995678626217358,4.0958256317158375,,,,,,,,,4.536107011014092,,,4.367542707815276,,,,,,,,,Bcell
chr4:1156906-1157370,,,5.675717544702308,5.896196279044043,,4.007888512213049,4.033858267260968,,,,,,,,,,,,,,,,,,Bcell
chr4:116086548-116087257,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr4:116244346-116245232,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr4:116246866-116247538,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr4:116322393-116323057,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:116702426-116703538,,,,,,,,,,,4.221125527997262,4.425968732272281,,,,,,,,,,,,,CLP
chr4:11699711-11700025,,,,,,4.337242168318426,4.519993057042848,,,,,,,,,,,4.104025267640935,,,,,,,MEP
chr4:1170725-1171945,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr4:117264811-117265523,,,,,,,,,,,,,,,,,,,,4.730487055782084,,7.761953896871206,,,HSC
chr4:1172933-1173255,,,,,,,,,,,,,,4.0074464821678655,,,,,,,,,,,Ery
chr4:117452737-117453664,,,,,4.3419886033428865,,,4.94692155651658,,,,,,,,,,,,,,,,,HSC
chr4:117472790-117473507,,,,,,5.87942606879415,6.247183568811728,5.826813731587727,,,,,,,,4.048662481204082,,5.87942606879415,,4.924453038607469,,,,,MEP
chr4:117654435-117655136,,,,,,,,,,,,,,,,,4.204815410317576,,,4.832682665251824,,,,,MEP
chr4:11803244-11804137,,,,,,,,,,,,,,,,,,,,,4.042392712939905,,,,HSC
chr4:1180902-1181365,,,,,,,,,5.0996328713435295,,,4.153044674980176,,,,,,,,,,,5.3334820194451185,,CD8Tcell
chr4:11826126-11826611,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr4:118369535-118369735,,4.335358024443875,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:11862705-11862976,,,4.169411331314857,,,,,,,,,,,,,,,,,,,,,,Mono
chr4:118904546-118905326,,,,,4.832682665251824,,,,,,4.537602002101044,,,,,,,,,,,,,,MEP
chr4:119021113-119022005,,,4.317854923626168,4.575118363368934,,5.239577516576788,4.841637507904751,4.1284270644541206,,,,,,,,,,4.568636235841012,,,,,,,MEP
chr4:11905504-11906620,,,,,,,,,,,,4.126098402135538,,,,,,,,,,,,,HSC
chr4:119080196-119080658,,,,,,4.591760034688152,4.4762535331884346,4.657577319177793,,4.546681659952962,,,,,,,,4.107905397309518,,,,,,,MEP
chr4:119253438-119253842,,,,,,,,,,,,,4.832682665251824,,,,,,,,,,,,CMP
chr4:119319360-119319975,,,,,4.083019952679618,,,,,,,,,,,,,,,,,,,,HSC
chr4:119321055-119322110,,,,,4.278189384787454,,,,,,,,,,,,,,,,,,,,CMP
chr4:11932851-11933499,,,,4.3196644865854354,,,,,,,,,,,,4.175223537524453,,,,,,,,,HSC
chr4:119486968-119487766,,,,,4.525783735923745,,,,,,,,,,,,,,,,,,,,CLP
chr4:119631947-119632445,,,,,,,,,,,,,,,,,,,,4.7011469235902945,,,,,MEP
chr4:119651012-119651427,,,,,,,,,,,,,,4.115204636051019,,,,,4.216811308924743,,,,,,CD4Tcell
chr4:119653664-119654463,,,,,,,,,,,,,,,,,,5.224025668870631,,,,,,4.453457336521869,MEP
chr4:119681313-119682034,,,,,,,,,,,4.298432014944073,4.703334809738468,,,,,,,4.357535479757878,,,,,,Bcell
chr4:119686494-119686931,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:119728770-119729274,,,,,,5.360513510731414,4.812479279163537,4.437707135543525,,,,,,,,,,4.404503778174426,,,,,,,MEP
chr4:1197400-1197806,,4.010550182333308,,,,,,,,,4.0936649581949105,,,,,,,,,,,5.570247719997592,,,NKcell
chr4:119869766-119869980,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:119946615-119947827,,,,,,,,,,,,,,4.565431095965801,,,,4.141462802430362,,,4.723538195826756,,,,Mono
chr4:120005747-120005956,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr4:120024368-120025040,,,,4.053056729302175,,,,,,,,,,4.381951903287908,4.9546770212133415,,,,,5.376750709602098,,,,,Mono
chr4:120039477-120040027,,,,,,,,,,,,,,,,,,,4.184422251675732,,4.396855627379819,,,,HSC
chr4:120284352-120285017,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr4:120292454-120292819,,,,,,,,,,,,,,,4.619788758288394,4.1067932469401525,,,,,,,,,CD4Tcell
chr4:120295856-120296172,,,,4.313363730737707,,,,,,4.036684488613888,,,,,,,,,,,,,,,CD4Tcell
chr4:120592366-120592868,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr4:12072963-12073276,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr4:120846861-120847422,4.72584215073632,,,,,,,,,,,,,,,,,,,4.586700235918748,,4.059981844992337,,,MPP
chr4:1209171-1209651,,,,,,,,,,,4.210419287835576,4.153044674980176,,,,,,,,,,,,,Bcell
chr4:12120005-12120890,,,,,,,,,,4.443697499232711,,4.253365801062421,,,,,4.0545314148681815,,,,,,,4.669586226650808,LMPP
chr4:12125311-12125652,,,4.34008379993015,,,,,,,,,,,,,,,,,,,,4.785156151952302,,GMP
chr4:12140864-12141389,,,,,,,,,,,,,,,,,,,,,,,,,CMP
chr4:121579656-121580505,,,,6.521433504406158,,,,,,,5.043831569524637,5.371611069949689,,,,,,,4.411168274405793,4.673664139071248,,,,,CMP
chr4:121599604-121599826,,,4.692503962086787,4.609064892896622,,,,,,,,,,,4.068033885271826,6.235077015350112,,,,,,,,,MEP
chr4:121604937-121605756,,,,,,,,,,,,4.250263684430939,,,,,,,4.238824186844268,,,4.605548319173784,,,HSC
chr4:121635481-121636322,,,,,,,,,,,,,4.004803708402822,,,,,,,,,,,,MPP
chr4:121639083-121639365,,,,,4.0034883278458215,,,,,,4.440093374963888,,,,4.243363891754152,,,,,,,,4.09312646527793,,LMPP
